store_id,federal_state,store_format,location_type,store_age_years,store_area_sqm,assortment_count,fresh_food_percent,private_label_percent,organic_products_percent,staff_count,weekly_opening_hours,competitors_nearby,population_density,avg_income_area,parking_spaces,renovation_last_years,bakery_section,deli_counter,year
28,Lower Saxony,Discounter,Urban Residential,14,1048,2011,20.579151154141446,56.92274715542942,6.866415613266,6,72,5,2976,95,25,2,False,False,2024
29,North Rhine-Westphalia,Discounter,Urban Center,10,1201,2877,26.931690221757698,55.519175000674956,20.809801707239785,8,75,6,6200,97,20,0,True,True,2024
30,Rhineland-Palatinate,Discounter,Suburban,7,1267,2553,22.569796570011135,59.129809591115425,16.61824008450298,7,75,2,1918,88,40,0,False,False,2024
31,North Rhine-Westphalia,Discounter,Rural,15,851,1480,24.981511389636786,57.441642015989636,11.60808729357039,5,63,2,393,99,25,5,True,False,2024
32,North Rhine-Westphalia,Discounter,Urban Center,15,717,1468,28.83728863104742,65.17661887816143,5.34916951333369,3,81,7,6290,101,15,1,False,False,2024
33,Bavaria,Supermarket,Urban Center,19,2041,8880,43.118601859131346,34.76137355290993,3.578539936675418,20,84,6,3801,113,40,12,True,True,2024
34,Hesse,Discounter,Urban Center,25,1222,2387,24.62094521066396,51.950630877086226,9.976317909015965,6,72,5,4979,106,20,2,True,False,2024
35,Bremen,Supermarket,Rural,14,1717,8084,36.91985540046316,29.93613474352204,5.900035836065117,20,78,2,485,100,75,11,True,True,2024
36,Bavaria,Discounter,Urban Residential,11,1397,3214,22.696678049832446,58.116951939131575,6.535877629274223,9,69,3,2494,115,30,9,True,False,2024
37,Lower Saxony,Discounter,Suburban,19,892,1909,20.7910046698825,55.46638713572153,8.822718089625246,6,66,4,1476,90,30,10,False,False,2024
38,Brandenburg,Supermarket,Suburban,15,2389,12827,35.84658723076656,36.38080157829944,8.634412949311796,30,81,2,1142,87,110,12,True,False,2024
39,Berlin,Convenience,Rural,14,571,1051,18.87833352768249,16.223744266043756,10.233779109727598,8,92,3,593,101,5,10,False,False,2024
40,Bavaria,Supermarket,Urban Center,3,1070,6835,42.67731400303939,34.848381612691426,11.764993350702408,12,90,6,4836,113,20,0,True,True,2024
41,Bavaria,Supermarket,Urban Residential,15,1913,8318,42.16490331931737,30.168514792015866,6.941131594821092,20,78,3,2641,111,50,6,True,True,2024
42,Saxony,Supermarket,Suburban,21,1465,8144,36.87590526246097,20.966130027387663,3.834226996546964,16,84,3,1668,84,80,6,True,True,2024
43,Bavaria,Hypermarket,Suburban,11,2775,10133,39.32142554232978,32.57779327353294,14.239246345969631,21,90,2,1733,109,150,6,True,True,2024
44,Baden-Württemberg,Discounter,Suburban,16,1303,2592,27.21462936080976,52.62288334152995,18.710728029629717,7,75,2,1683,101,40,14,True,False,2024
46,Bavaria,Supermarket,Urban Residential,7,1405,6502,41.35334272786103,32.34114722790924,8.845220717148969,18,81,5,2609,125,45,1,True,True,2024
47,Schleswig-Holstein,Convenience,Suburban,10,535,1182,15.646782719942584,14.949821701094475,3.050328956583119,7,95,3,1661,90,5,4,False,False,2024
48,Brandenburg,Discounter,Urban Residential,6,1278,2525,29.270292887830998,55.12488590474886,14.448434848313488,7,66,5,3589,85,30,1,True,False,2024
49,North Rhine-Westphalia,Discounter,Suburban,18,1197,1954,21.635107311263035,62.668151146959175,13.295860905176724,7,78,3,1386,111,50,5,True,False,2024
50,Bavaria,Discounter,Suburban,12,1138,2272,28.413721778547746,57.009702338467754,7.807849925434511,5,69,1,1064,123,45,7,True,False,2024
51,Lower Saxony,Hypermarket,Suburban,12,2764,10248,36.82236657684671,22.853992465201564,17.299078765728776,20,84,3,1582,96,170,3,True,True,2024
54,Saxony,Convenience,Urban Center,21,434,760,23.99287814479607,20.855468002210003,5.773912796390557,5,110,7,4005,86,0,4,False,True,2024
55,Bavaria,Supermarket,Rural,19,2083,9547,36.122845691427926,35.476898361349264,14.980288702653752,26,78,2,397,108,75,8,True,True,2024
56,Bavaria,Discounter,Urban Residential,21,812,1558,28.080037021045335,69.88005333006413,21.8055550394233,5,66,3,3805,113,20,6,True,False,2024
57,North Rhine-Westphalia,Discounter,Urban Residential,17,1196,2336,20.62955903800978,69.18150148366924,4.87887837601798,6,75,3,3086,110,30,7,True,False,2024
58,Hesse,Discounter,Rural,18,1013,1837,23.938159017098585,56.16200361352967,4.644953877667515,5,60,1,583,106,35,3,True,False,2024
59,Hamburg,Convenience,Urban Center,0,615,1433,21.174011949478928,27.937555824848822,9.821183150563124,9,98,5,5564,119,5,0,False,False,2024
60,Saxony,Supermarket,Urban Residential,10,1635,8524,42.68255040645774,30.07716123807178,7.2370102546272586,15,84,2,2845,93,60,0,True,True,2024
61,Brandenburg,Supermarket,Suburban,23,1454,7487,35.07835351120247,27.366083288147294,16.668128982166063,17,78,3,1100,93,75,12,True,True,2024
62,Saxony-Anhalt,Convenience,Urban Center,17,668,1506,15.716541136115522,16.093223374731846,9.98278873879,11,101,5,4654,72,5,6,True,False,2024
63,Schleswig-Holstein,Discounter,Urban Residential,6,1277,2208,26.634100091390945,62.98896838109313,9.255629101770001,6,72,2,3024,99,30,0,True,False,2024
65,North Rhine-Westphalia,Hypermarket,Suburban,29,2851,12539,32.98115509846099,18.585895862404918,7.423338944799972,23,84,3,1436,96,155,2,False,True,2024
66,Bavaria,Convenience,Urban Center,13,678,1545,22.054245639466238,21.153593097719938,12.25558762279978,11,101,5,4050,122,5,2,False,False,2024
67,Bavaria,Discounter,Urban Center,14,1205,2049,24.65770500339967,50.114213527929124,6.590753424123658,8,72,5,5396,105,15,5,True,False,2024
68,Baden-Württemberg,Supermarket,Urban Residential,15,1004,5287,38.444317599965395,22.682558468170498,5.885626625885496,11,84,3,2634,112,40,3,True,True,2024
69,Baden-Württemberg,Supermarket,Urban Center,9,2024,11212,41.19579391691752,33.18899809900989,16.174898482729795,24,87,4,5683,116,40,0,True,True,2024
70,Bavaria,Discounter,Urban Residential,23,1106,2023,20.82997796461537,63.243667350597676,8.6673725614411,6,69,3,2541,113,30,11,False,False,2024
72,Lower Saxony,Discounter,Rural,13,833,1909,24.329515076752497,61.22301703604427,21.710405794206004,4,66,3,383,88,30,10,False,False,2024
73,Baden-Württemberg,Discounter,Suburban,26,1082,2331,26.747785713436805,55.739524206767825,10.135468431535454,5,75,3,1237,105,35,1,True,False,2024
74,Lower Saxony,Supermarket,Urban Center,5,1067,5333,38.0276121318623,30.853601087218358,12.27328610650282,11,90,6,5268,90,25,1,True,True,2024
75,Baden-Württemberg,Convenience,Urban Residential,11,554,959,15.658032033921799,26.595283455570428,20.483439457873036,7,92,5,3560,110,5,9,False,False,2024
76,North Rhine-Westphalia,Supermarket,Suburban,7,1336,7375,40.869360289115875,26.158495242286385,6.349566123975189,15,78,4,1452,99,55,3,True,False,2024
77,Bavaria,Discounter,Suburban,12,1053,2149,22.14858640710103,58.262337273178076,7.855463512751184,7,78,4,1432,124,40,7,True,False,2024
78,Saxony,Supermarket,Urban Center,23,1751,8980,37.31556024266105,33.23658374097422,9.669638708522264,23,84,5,4979,81,40,0,True,True,2024
79,Rhineland-Palatinate,Discounter,Urban Residential,14,810,1611,20.372719951672703,68.99314868106615,9.051570331188566,5,75,3,3347,92,20,13,False,False,2024
80,Saxony,Supermarket,Urban Center,4,1031,5186,39.85550670328854,28.654982984461427,5.612879653538977,14,87,6,4252,90,25,0,True,True,2024
81,North Rhine-Westphalia,Supermarket,Urban Residential,7,1321,6089,42.73843170799041,23.2886119517997,15.262455214231636,17,81,2,2364,109,45,4,True,True,2024
82,North Rhine-Westphalia,Convenience,Suburban,15,468,951,16.40645824705391,20.675396991669487,12.186057577086578,8,104,2,1765,102,5,2,False,False,2024
83,Lower Saxony,Hypermarket,Urban Residential,7,4479,17081,30.464807327062417,20.09668044942888,22.07754562057768,31,78,3,2985,91,205,1,True,True,2024
84,Brandenburg,Discounter,Urban Residential,12,1173,2338,29.850590203865494,57.293966519237614,9.44710809861859,8,69,2,2446,83,30,11,True,False,2024
85,North Rhine-Westphalia,Discounter,Suburban,12,1176,1933,26.325106109873207,69.6252759639916,14.544297905474322,6,78,3,1180,96,40,4,True,False,2024
86,North Rhine-Westphalia,Supermarket,Rural,3,1858,9179,38.0135245511476,38.74860645461605,13.311995017342143,18,69,1,402,109,60,0,True,True,2024
87,Schleswig-Holstein,Supermarket,Urban Residential,13,1046,4845,42.67826973561731,32.58263234912656,2.8789763480867414,12,84,4,3891,102,25,11,False,False,2024
88,Rhineland-Palatinate,Supermarket,Urban Center,14,2028,10734,44.709607085508,20.897910343640167,4.3230451815521445,22,78,5,6212,95,35,0,True,True,2024
89,Lower Saxony,Discounter,Suburban,23,954,1979,24.555900994249303,58.83147359479693,11.699314539759254,5,72,4,1714,89,40,4,True,False,2024
90,Saxony-Anhalt,Supermarket,Urban Residential,23,1995,12260,43.21375211523679,33.495915750233536,9.874836968637089,21,72,3,2772,86,70,7,True,True,2024
91,Baden-Württemberg,Discounter,Urban Center,4,926,1964,28.403715027374204,62.20259965451923,17.36157539806197,5,84,5,4172,107,15,5,False,False,2024
92,Baden-Württemberg,Supermarket,Urban Residential,13,2040,11911,35.68458545268051,32.1258205145721,10.042656586186542,22,72,4,2751,106,60,10,True,True,2024
93,Baden-Württemberg,Hypermarket,Urban Residential,0,4330,18315,33.222778702779244,26.50992154145812,11.616483769744885,30,90,5,3265,111,145,0,True,True,2024
94,North Rhine-Westphalia,Supermarket,Urban Residential,9,1568,6887,38.27486124096128,22.491142834221996,16.437896346344093,18,78,4,3734,105,60,2,False,True,2024
95,Lower Saxony,Supermarket,Urban Residential,18,2177,13811,36.369848797115,28.006232744511305,17.720270372964116,25,84,4,3324,95,75,0,True,True,2024
96,Lower Saxony,Supermarket,Urban Center,7,2097,12390,43.476381004375064,28.253682498492804,10.013151145701116,22,90,5,4081,86,40,5,True,False,2024
97,Saxony-Anhalt,Supermarket,Urban Center,4,926,4454,42.254914982622914,23.225271211047392,9.27609499255218,9,90,5,4680,76,15,1,True,True,2024
98,North Rhine-Westphalia,Convenience,Rural,11,561,1064,15.417845906013294,11.066514244979688,12.730670939309304,8,92,1,648,101,5,5,True,False,2024
99,North Rhine-Westphalia,Discounter,Rural,6,1329,2797,23.325303765513382,69.90577557644207,10.118888417239226,7,63,0,581,95,40,1,False,False,2024
100,Bavaria,Supermarket,Suburban,18,1732,9767,35.263101312439595,31.58357876363973,6.775094140653551,20,78,2,1249,114,90,7,True,True,2024
101,Hesse,Discounter,Urban Residential,13,1197,2247,21.82619791478539,65.48567116188161,7.587724522602531,8,66,4,3112,117,35,4,True,True,2024
102,Bavaria,Convenience,Suburban,12,524,1047,21.461950910261322,12.377430293714088,3.5106783444519394,8,95,4,1580,119,5,11,False,False,2024
104,Bavaria,Supermarket,Urban Residential,8,1506,6526,38.16798864877206,25.857307467161302,14.79728259649064,15,72,4,2116,125,50,1,True,True,2024
105,North Rhine-Westphalia,Supermarket,Urban Center,6,2036,12377,42.49669708968903,20.59546897174608,5.365159617000068,28,84,4,6244,107,40,0,True,False,2024
106,Bavaria,Convenience,Suburban,11,606,1176,22.289835705283387,29.665446313667225,4.686206665060739,7,92,2,1807,111,5,0,False,False,2024
107,Lower Saxony,Discounter,Suburban,1,1292,2707,21.964485133234746,69.33350551786272,22.46761648879309,6,66,4,1709,91,55,0,False,False,2024
108,Saxony,Supermarket,Rural,17,2037,10979,38.32718459348917,38.236440460744205,8.535764317041917,28,75,3,602,76,80,9,True,True,2024
109,Berlin,Discounter,Suburban,9,955,1536,23.234919267903265,55.94243690668597,5.654295648772897,5,72,1,1474,88,40,3,True,False,2024
110,Bavaria,Hypermarket,Suburban,11,3754,17317,36.36088860860252,34.2298041981374,16.40388359577483,30,84,2,1389,114,195,7,True,True,2024
111,Rhineland-Palatinate,Discounter,Suburban,17,1345,2903,26.139201247589387,54.67993504692407,5.349863724605206,8,69,3,1214,95,55,3,False,False,2024
112,Bavaria,Supermarket,Urban Residential,5,1847,9313,35.73913131016627,27.723760698644636,11.481100998872678,25,84,3,2496,120,55,0,True,True,2024
113,Bavaria,Supermarket,Urban Residential,8,2365,12889,38.54334195922106,39.95634453330303,8.41355705213098,33,84,4,3295,116,60,4,True,True,2024
114,Hesse,Supermarket,Suburban,10,1298,6969,41.839359608380995,20.30160251914257,5.6626222657342975,16,72,4,1663,113,55,1,True,False,2024
115,Baden-Württemberg,Discounter,Suburban,18,1195,2059,26.82759370893329,55.759444457308625,13.751411246085935,8,75,1,1275,122,40,7,False,False,2024
116,North Rhine-Westphalia,Supermarket,Urban Center,17,1516,7816,42.68877550214618,30.15816355583626,8.500666305211746,14,90,4,3671,110,35,8,True,True,2024
117,Lower Saxony,Discounter,Urban Residential,16,1440,2305,26.29620487327998,60.289342670609784,10.296057473654177,10,66,4,3585,101,35,5,False,False,2024
118,Bavaria,Hypermarket,Urban Residential,12,4282,17921,33.065642029324614,24.662187969491285,11.44037030764236,36,78,3,3678,119,190,12,True,True,2024
119,Bavaria,Discounter,Urban Residential,4,935,1649,22.779076822207788,59.24973820884638,17.08490716512496,4,78,4,2164,109,20,0,True,False,2024
120,North Rhine-Westphalia,Discounter,Rural,15,754,1682,28.702615861019353,60.24630959409591,5.513947356114528,4,66,0,637,99,20,13,False,False,2024
122,North Rhine-Westphalia,Discounter,Urban Center,7,783,1761,22.45818585985724,64.68643078489202,14.609448098727512,4,75,4,3981,95,10,0,False,False,2024
123,Baden-Württemberg,Supermarket,Urban Residential,17,1490,6536,42.73055394897235,26.812416012333152,9.507592318696968,17,84,2,3616,120,45,5,True,True,2024
124,North Rhine-Westphalia,Convenience,Suburban,7,751,1537,23.12013413591753,22.78158252419294,13.119420443572945,13,101,1,1603,96,10,3,True,False,2024
125,North Rhine-Westphalia,Discounter,Urban Center,13,1314,3060,24.28214437847648,67.48323888531242,8.9355293547787,7,75,4,4923,96,15,8,True,True,2024
126,Saxony,Discounter,Urban Residential,12,988,1707,25.743161625825866,66.88751288449369,13.140641097417607,5,72,3,2807,77,25,9,False,False,2024
127,Brandenburg,Supermarket,Urban Residential,18,1264,6987,37.145066757629216,35.60635655526947,8.740754180546153,17,75,5,2312,84,45,4,True,False,2024
128,Rhineland-Palatinate,Discounter,Rural,14,1052,1947,24.776901460709905,64.77370735743835,11.934862420181707,6,63,2,438,96,35,7,False,False,2024
129,Rhineland-Palatinate,Discounter,Suburban,14,1109,2503,26.988920509047535,68.802884537139,17.760682373755262,6,72,4,1451,106,45,5,True,False,2024
130,Hesse,Supermarket,Urban Residential,3,2498,15493,42.10671466981762,23.45547703726479,13.019893551621008,27,81,2,2659,109,85,0,True,True,2024
131,North Rhine-Westphalia,Discounter,Rural,8,722,1559,24.832987806855407,63.737655623184715,4.181557023540264,3,72,2,507,107,25,0,False,False,2024
132,Hesse,Convenience,Urban Center,9,321,717,15.235339789639063,23.162233879673277,13.250204987065164,3,110,4,6245,117,0,2,True,False,2024
133,Hamburg,Discounter,Suburban,9,1148,2035,27.072540615831578,67.43801237894479,15.951143229091358,6,78,2,1558,122,40,0,True,False,2024
134,North Rhine-Westphalia,Supermarket,Suburban,6,1778,9149,43.292478308528885,21.012665493710312,20.66006155377116,19,75,3,1927,109,95,1,True,False,2024
136,Hesse,Convenience,Rural,20,723,1705,18.016745274168628,13.707107612738197,5.764412046710285,9,98,2,526,113,10,14,False,False,2024
137,North Rhine-Westphalia,Discounter,Rural,16,1034,1821,22.03593132134094,69.27053589619231,9.219559123907162,7,63,0,417,109,25,12,False,False,2024
138,Lower Saxony,Supermarket,Suburban,20,1424,8454,37.203706339120245,29.2158495444745,10.07678671015855,13,84,2,1573,99,60,5,True,True,2024
139,North Rhine-Westphalia,Discounter,Urban Center,16,856,1521,25.832858660479715,62.58212859434463,22.372743341569457,5,84,6,3918,96,15,2,True,False,2024
141,Bavaria,Discounter,Urban Center,15,1271,2349,20.10476511246535,53.240126701741715,5.412435881428019,7,81,6,4683,110,20,9,True,False,2024
142,North Rhine-Westphalia,Hypermarket,Suburban,26,2823,10063,34.11673625579991,27.238865186187812,17.28435308285555,20,84,3,1096,107,145,9,True,True,2024
143,Bavaria,Discounter,Suburban,8,1217,2011,21.15684370738813,67.57214746651944,29.676174623274648,7,66,4,1636,123,45,2,True,False,2024
144,Baden-Württemberg,Discounter,Urban Center,19,673,1206,22.244557185052287,68.23786967574785,3.144282753388803,3,75,6,5992,102,10,11,False,False,2024
145,Bavaria,Supermarket,Suburban,18,1242,7682,44.23483645116846,30.53001106586641,13.519414982641559,12,75,3,1942,114,65,13,True,True,2024
146,Mecklenburg-Western Pomerania,Supermarket,Suburban,17,1603,9373,38.84220642280413,39.43868493165148,7.485367851434939,21,75,3,1794,82,80,0,True,True,2024
147,Rhineland-Palatinate,Supermarket,Urban Residential,15,1014,6337,40.005068239287745,39.155215899941425,15.387410716322785,13,75,5,2449,91,40,14,True,True,2024
148,Baden-Württemberg,Discounter,Suburban,9,923,1920,28.990514789137,60.13804435463409,5.929921648863587,5,69,4,1061,101,40,0,False,False,2024
149,Baden-Württemberg,Hypermarket,Urban Center,27,4320,19973,34.33069956377159,18.75353819525881,5.848061602976791,28,84,6,4552,110,90,12,True,True,2024
150,Bavaria,Discounter,Rural,13,937,1757,26.026306805263797,54.43241683046174,9.550592947587347,4,60,0,535,117,30,12,True,False,2024
151,Saxony,Supermarket,Suburban,2,2324,10824,35.64557269408062,30.7028523929371,16.56691531300665,29,84,3,1792,88,95,0,True,True,2024
152,Schleswig-Holstein,Discounter,Suburban,24,1372,2558,29.636872158939312,56.55523131938232,8.209801113277361,7,69,2,1328,90,50,7,True,False,2024
153,North Rhine-Westphalia,Discounter,Urban Residential,22,1108,2567,24.021322239521723,67.50148921079224,20.10300236967502,5,66,4,3630,98,25,15,True,False,2024
154,Hesse,Discounter,Urban Center,7,958,2228,25.061925599232143,57.41046991974526,4.880887709958671,4,84,4,5752,105,15,2,True,False,2024
155,Saxony-Anhalt,Supermarket,Suburban,19,2297,9866,42.09596878641037,31.85246710427738,17.082171819841903,28,84,2,1608,77,120,14,True,False,2024
156,North Rhine-Westphalia,Discounter,Urban Residential,0,1201,2368,25.109529858306146,57.73159007189502,16.180175941814305,5,78,5,3882,106,25,0,True,False,2024
157,North Rhine-Westphalia,Supermarket,Urban Residential,6,2473,14661,44.65488703720309,31.193994637509483,2.11327108638493,28,81,5,3852,93,70,1,True,True,2024
158,Saxony-Anhalt,Supermarket,Suburban,2,1929,12217,36.517472108020634,30.590160281599907,10.188748654189872,26,84,3,1640,85,80,0,True,False,2024
159,Lower Saxony,Supermarket,Rural,6,905,3876,38.880469736776014,34.367363000867215,5.73734764867189,9,72,2,630,87,30,1,True,True,2024
160,Hesse,Supermarket,Urban Center,12,1829,10135,36.6090511147973,22.122482809387343,7.309837390999892,21,87,4,6262,109,40,1,False,True,2024
161,Saxony,Discounter,Suburban,11,1471,2453,23.458937842865325,59.14181656020862,11.373620663956771,9,72,2,1861,81,60,5,True,False,2024
162,Rhineland-Palatinate,Supermarket,Suburban,16,1934,10569,38.94051251458914,27.3184687968418,13.53171479615185,25,72,3,1818,98,95,6,True,True,2024
163,Hesse,Discounter,Suburban,7,1167,1928,25.14333677435703,63.50390195790794,17.516167612304056,7,66,3,1171,101,45,2,True,False,2024
164,North Rhine-Westphalia,Discounter,Rural,18,1003,1686,22.765747754749384,67.38577931782339,18.40670823444204,6,69,1,381,109,35,0,True,False,2024
165,Rhineland-Palatinate,Supermarket,Urban Center,16,1628,10261,43.47692301930375,27.10744466862294,15.190471420833294,15,84,7,5982,89,30,1,True,True,2024
166,North Rhine-Westphalia,Discounter,Rural,13,1417,3131,27.126755127168312,59.844689420176266,8.381546883841432,8,60,2,567,100,40,4,False,False,2024
167,North Rhine-Westphalia,Discounter,Suburban,2,1082,2280,28.329155472381142,55.77667814702917,12.5271532478117,6,75,2,1407,108,40,0,True,False,2024
168,Hamburg,Discounter,Rural,12,1591,3738,24.13423955355108,69.02485391528336,4.9447634515992185,10,60,0,355,110,50,9,False,False,2024
169,Lower Saxony,Supermarket,Urban Center,9,2098,10236,41.537423761003964,38.738138379318755,13.613180382754841,26,90,7,4037,104,45,4,True,False,2024
170,Schleswig-Holstein,Convenience,Urban Center,15,704,1581,24.818087571522028,27.863259313795563,13.764868791523028,9,98,5,4149,106,5,12,False,False,2024
172,Baden-Württemberg,Discounter,Suburban,12,917,1929,29.05901272978083,50.83504507027161,15.376153450293884,6,75,1,1587,108,35,8,True,False,2024
173,Lower Saxony,Discounter,Urban Center,18,675,1323,29.26617435329228,60.80478065351656,3.3829769451085494,4,78,6,4997,97,10,3,False,False,2024
174,Mecklenburg-Western Pomerania,Supermarket,Urban Center,12,1799,9454,36.97359841105625,25.125165970093548,16.05762529918337,24,84,5,6145,82,40,6,True,False,2024
176,Hesse,Supermarket,Suburban,8,1209,7006,38.488777619080636,38.02606536872586,13.349593711807945,14,78,2,1066,113,50,0,True,False,2024
177,North Rhine-Westphalia,Discounter,Urban Center,14,732,1641,26.114930782772383,64.63977711065245,17.004308234699106,5,81,5,4134,109,10,0,True,False,2024
178,Saxony,Hypermarket,Suburban,0,4852,20165,30.143982858615125,20.301639616765108,19.79423134440122,42,78,2,1440,77,335,0,False,True,2024
180,Schleswig-Holstein,Hypermarket,Suburban,23,4211,19133,31.662447157198315,21.05898887014743,7.098799180228252,34,78,1,1228,90,265,7,True,True,2024
181,Rhineland-Palatinate,Supermarket,Urban Residential,7,1257,7848,38.00672393119522,38.701743413282585,15.824530830336519,15,78,3,3229,95,45,4,True,False,2024
182,Saxony,Hypermarket,Suburban,0,3836,15276,32.61731715026393,31.365246573642878,6.195788808010171,31,78,3,1448,81,210,0,True,False,2024
183,North Rhine-Westphalia,Convenience,Urban Center,12,623,1287,22.690974784122197,25.98677953694252,10.660983075512268,9,104,6,3585,105,5,8,True,False,2024
184,Baden-Württemberg,Supermarket,Urban Residential,28,2139,12321,35.077744650990525,21.975001461764602,14.333359769657424,23,72,5,3559,102,55,2,True,True,2024
186,Hamburg,Convenience,Urban Residential,11,502,1024,22.834359811083495,22.979150905316036,22.992547193994127,7,98,2,2924,119,5,7,True,False,2024
187,North Rhine-Westphalia,Discounter,Suburban,19,1021,2092,28.55825537997027,52.60662425978256,11.931919727600585,5,66,4,1823,105,35,5,False,False,2024
188,Berlin,Supermarket,Urban Residential,0,1457,9050,44.94283442741751,20.635404093068388,4.34703784318455,19,72,3,2409,94,55,0,False,True,2024
189,Bavaria,Discounter,Urban Center,19,665,1386,25.004452547053766,63.13947946985624,11.895928662059504,4,81,6,5589,106,10,2,False,False,2024
190,Schleswig-Holstein,Discounter,Urban Center,22,1111,2065,26.93564814234909,56.96105135029575,13.423876112614524,7,81,6,3554,90,15,1,True,False,2024
191,Baden-Württemberg,Convenience,Urban Residential,15,645,1125,22.921308409979595,10.12493370923323,22.369303303925985,9,92,3,3836,117,5,12,True,False,2024
192,Hamburg,Discounter,Suburban,15,1490,3504,24.330104584053167,61.98814329206965,15.853991426898205,10,69,3,1164,110,45,14,False,False,2024
194,North Rhine-Westphalia,Supermarket,Rural,21,1978,8764,38.62790445316564,35.72268292224085,14.499992172255585,26,69,2,533,106,65,8,True,True,2024
196,Saxony-Anhalt,Discounter,Urban Center,14,1298,2091,24.28410080592214,55.09820143611492,10.292634322170603,8,81,4,3908,79,20,5,True,True,2024
197,Bavaria,Supermarket,Urban Center,7,1117,6900,35.56617487020819,22.178222090573815,4.273566589773192,15,84,6,4968,120,20,0,True,False,2024
